id gender race side superspeed superhearing supervision flying invisibility icecontrol superhealing magicpowers spidersense superbrain
1372 woman indian villain 7 48 60 39 33 79 68 61 73 86
1373 woman asian villain 30 91 78 45 0 90 100 61 2 5
1374 woman indian villain 77 6 38 34 38 11 59 42 56 38
1375 woman asian hero 100 3 8 76 47 55 21 71 31 4
1376 man asian villain 67 41 99 65 15 43 54 63 57 65
1377 woman european hero 96 1 18 2 64 21 33 2 97 9
1378 man indian hero 48 74 13 34 11 91 94 37 71 80
1379 man indian hero 11 90 17 27 78 55 77 17 33 47
1380 man indian villain 38 75 10 25 54 47 83 84 43 46
1381 woman indian villain 32 35 37 55 42 57 92 54 41 20
1382 man asian villain 15 89 13 45 22 88 68 44 39 99
1383 woman american hero 57 5 50 50 44 2 78 52 77 95
1384 woman asian villain 62 92 42 1 89 36 52 45 8 26
1385 woman european hero 51 67 15 41 8 75 70 33 52 100
1386 woman indian villain 63 26 79 11 64 100 49 4 53 2
1387 man european hero 77 15 57 6 35 15 10 72 41 1
1388 man american hero 85 6 87 76 30 22 38 22 48 64
1389 man indian hero 23 40 95 69 72 62 52 88 22 24
1390 man european hero 36 51 81 39 84 69 75 93 10 17
1391 woman asian villain 7 26 73 63 34 33 48 2 82 79
1392 woman european hero 63 25 81 33 46 9 10 83 97 84
1393 woman european hero 45 24 7 50 32 99 50 99 49 45
1394 man american villain 13 3 40 99 11 73 89 41 7 21
1395 man european villain 17 74 94 67 56 49 45 11 98 47
1396 woman american villain 24 18 80 3 100 6 92 83 1 95
1397 woman american villain 63 8 79 64 76 78 97 93 66 62
1398 woman asian villain 72 85 27 40 20 81 88 24 65 78
1399 woman american hero 52 24 42 93 6 62 60 93 55 58
1400 man indian hero 58 96 58 97 33 72 17 45 94 67
1401 woman asian villain 83 84 85 10 46 83 63 36 43 28
1402 man european villain 90 51 18 39 68 85 4 53 55 97
1403 woman asian villain 59 85 13 67 66 73 14 44 98 77
1404 man american hero 29 7 52 2 12 23 89 97 88 39
1405 woman indian villain 12 13 7 66 97 50 39 45 28 85
1406 woman american hero 83 65 45 78 1 20 92 29 16 60
1407 woman indian hero 94 68 33 53 11 9 26 71 95 1
1408 man asian villain 47 76 26 85 22 75 18 3 54 30
1409 man indian hero 83 68 86 2 34 29 15 59 27 60
1410 man american hero 20 67 73 43 2 19 48 16 34 90
1411 man asian hero 58 21 60 27 35 85 92 73 66 89
1412 woman indian hero 72 58 87 80 0 16 92 11 14 81
1413 man asian hero 85 53 94 6 97 96 99 33 31 40
1414 woman indian villain 60 7 4 12 66 56 2 75 77 73
1415 man european hero 88 90 61 61 23 87 14 45 98 88
1416 man european villain 57 95 1 96 55 5 26 38 14 91
1417 woman american villain 97 29 77 79 72 57 35 69 97 77
1418 woman indian hero 1 79 75 35 34 29 68 23 97 95
1419 woman european hero 57 21 3 11 5 20 68 72 9 82
1420 man american hero 69 50 17 89 56 22 8 41 68 90
1421 woman american villain 49 31 54 72 79 30 78 14 25 35
1422 woman indian hero 36 7 89 82 23 66 83 92 22 85
1423 man american villain 21 97 93 6 11 77 42 42 2 44
1424 woman indian villain 90 46 17 94 54 93 66 74 42 31
1425 man american villain 37 43 9 74 2 74 38 40 88 30
1426 woman indian hero 52 70 38 36 51 7 35 8 42 21
1427 woman asian villain 16 98 36 35 92 22 47 96 78 45
1428 woman american villain 22 30 56 78 89 30 1 52 82 96
1429 man indian villain 35 68 38 9 82 59 92 58 26 60
1430 man european hero 82 49 38 84 95 100 72 54 17 93
1431 woman european villain 50 78 28 45 78 56 70 82 82 25
1432 man american villain 46 94 63 8 26 84 35 93 56 88
1433 woman american villain 72 16 17 87 89 69 92 61 84 49
1434 man indian hero 4 62 83 61 28 74 61 57 41 33
1435 man european villain 54 23 80 1 98 23 73 72 20 76
1436 man american villain 18 35 64 65 39 51 16 14 84 72
1437 woman indian villain 58 92 75 56 4 57 89 43 34 86
1438 man european hero 17 7 10 55 35 71 79 98 58 39
1439 man american hero 58 65 11 49 70 98 25 72 44 22
1440 woman european hero 51 47 100 25 94 88 36 31 100 51
1441 woman indian hero 88 8 55 79 96 28 1 56 4 67
1442 man asian hero 74 24 30 28 98 57 49 39 23 22
1443 man european villain 67 11 64 64 82 48 34 6 18 65
1444 man indian villain 50 3 78 81 95 58 83 74 29 93
1445 woman european hero 21 15 81 15 39 91 66 98 37 29
1446 woman asian villain 56 99 0 99 50 45 96 22 97 100
1447 man asian hero 95 28 45 80 54 19 87 97 35 36
1448 man indian villain 72 75 42 12 58 18 19 60 79 45
1449 woman asian hero 0 22 65 71 37 11 46 61 21 68
1450 woman american hero 50 39 57 83 0 19 12 29 20 78
1451 woman american villain 42 25 13 97 56 80 44 93 67 8
1452 woman asian villain 7 34 4 94 6 39 28 23 8 51
1453 woman asian hero 23 0 32 26 17 17 68 56 50 14
1454 man european villain 38 29 5 59 27 30 43 2 58 58
1455 woman european hero 94 96 38 30 51 60 88 51 25 56
1456 man american villain 22 15 13 16 23 46 67 59 36 13
1457 man indian hero 4 71 7 76 42 40 26 96 94 5
1458 man indian hero 16 28 49 95 46 63 96 75 86 53
1459 woman asian villain 91 79 41 23 9 32 12 79 58 75
1460 man american hero 67 34 83 71 25 71 39 49 29 38
1461 man european hero 30 21 61 52 70 69 49 13 78 73
1462 woman european villain 47 49 23 49 80 53 93 56 6 23
1463 man asian villain 13 34 44 34 75 25 24 21 81 90
1464 woman asian villain 53 38 27 34 51 79 19 16 13 82
1465 woman american villain 66 23 71 16 9 84 78 58 83 17
1466 man asian hero 53 49 3 69 96 90 98 58 84 50
1467 woman indian hero 68 9 82 67 47 14 60 96 83 52
1468 man american villain 98 24 9 43 66 20 4 59 86 59
1469 woman indian hero 0 9 5 17 24 47 74 35 70 98
1470 woman american villain 73 16 12 17 92 49 68 74 99 51
1471 man american villain 99 14 95 62 26 37 66 63 67 65
1472 woman asian hero 45 8 7 4 85 9 95 1 28 91
1473 man european hero 78 70 28 94 81 90 61 98 48 12
1474 man european hero 8 11 60 55 94 74 54 53 4 33
1475 man american hero 68 32 13 89 2 21 94 97 52 53
1476 man american villain 71 95 57 69 69 6 100 35 92 43
1477 woman indian villain 49 56 22 85 13 14 85 19 64 84
1478 man european hero 83 92 52 36 21 20 69 24 4 53
1479 woman european hero 60 66 85 71 64 8 70 57 5 21
1480 man european villain 31 12 48 72 91 61 69 59 17 84
1481 woman indian hero 16 31 33 13 33 57 59 14 86 84
1482 man american villain 74 6 88 47 28 1 90 92 68 74
1483 woman european villain 62 93 31 37 93 99 0 17 84 37
1484 woman american villain 41 45 6 56 10 83 6 96 25 2
1485 man asian villain 41 32 59 58 10 67 61 85 29 67
1486 woman european hero 74 24 31 69 86 28 52 20 30 12
1487 woman american villain 28 61 52 52 98 39 26 64 0 96
1488 woman european hero 78 16 66 75 5 94 80 17 81 45
1489 woman indian hero 57 74 2 100 41 10 6 21 8 18
1490 man indian villain 31 6 77 1 82 19 20 78 50 97
1491 woman european villain 59 95 83 87 48 85 6 18 28 9
1492 woman indian hero 48 15 74 99 39 25 26 5 79 13
1493 woman american villain 74 87 12 44 99 48 100 23 52 92
1494 man asian villain 13 77 5 47 37 65 95 54 48 7
1495 woman american hero 25 17 90 7 35 0 16 15 90 34
1496 man asian hero 59 93 8 55 3 97 33 76 53 100
1497 woman american hero 89 49 12 68 63 52 68 23 66 85
1498 man american villain 40 42 18 24 64 11 9 10 97 70
1499 woman indian villain 65 91 70 56 38 59 10 44 29 77
1500 man asian hero 9 84 10 36 53 7 62 49 65 85
1501 woman american villain 89 28 97 43 33 0 62 57 15 8
1502 man indian villain 41 50 5 29 45 48 82 68 35 63
1503 man indian hero 83 84 47 0 59 24 83 93 28 83
1504 woman indian villain 26 19 30 56 60 40 23 20 42 100
1505 man asian hero 66 40 90 97 30 19 52 35 30 50
1506 man asian villain 63 26 90 3 91 78 26 13 60 100
1507 woman asian hero 41 13 84 37 83 12 14 7 36 2
1508 woman american hero 6 36 33 1 70 47 62 56 71 80
1509 man asian hero 84 63 55 30 84 53 31 59 9 60
1510 woman asian hero 13 44 1 59 2 89 8 7 40 44
1511 woman indian hero 7 25 62 41 98 0 15 7 85 98
1512 woman american villain 43 45 6 0 1 62 13 94 84 28
1513 man asian hero 87 5 19 7 11 67 56 42 75 42
1514 man indian hero 98 72 77 10 88 92 30 61 40 83
1515 man american hero 54 42 60 67 15 82 18 49 10 58
1516 woman european hero 86 98 40 65 34 70 36 77 81 9
1517 woman indian villain 61 49 62 73 46 90 2 93 1 61
1518 woman american villain 20 100 56 5 36 33 23 45 66 54
1519 woman american villain 77 53 92 52 57 99 81 8 17 51
1520 woman asian hero 78 83 52 77 34 37 38 48 92 77
1521 man american villain 72 5 71 44 79 4 65 63 58 22
1522 man indian hero 46 61 28 19 53 74 26 38 34 90
1523 man asian villain 17 82 9 48 15 48 61 71 95 37
1524 man indian hero 65 95 90 4 66 65 86 38 35 26
1525 woman american hero 8 83 4 55 18 84 11 22 74 92
1526 woman asian villain 15 54 74 56 97 79 79 23 64 19
1527 woman european villain 48 74 78 82 57 52 33 42 8 18
1528 woman indian hero 10 93 33 95 16 42 100 36 34 34
1529 man european villain 47 26 31 6 57 87 45 10 59 28
1530 woman indian hero 97 24 33 55 80 66 86 5 82 0
1531 man asian villain 36 21 73 96 44 82 37 75 66 63
1532 woman european hero 40 87 22 52 63 33 37 3 9 84
1533 woman indian villain 100 3 9 75 19 1 60 62 38 73
1534 man european villain 11 3 37 69 62 37 52 20 31 61
1535 man european hero 38 76 4 98 96 86 6 11 90 73
1536 man european villain 89 60 84 27 93 53 10 31 84 34
1537 woman indian hero 97 90 26 93 46 57 75 99 75 46
1538 man american hero 12 1 33 91 77 57 54 72 25 21
1539 woman indian hero 71 15 77 70 33 60 4 58 76 80
1540 man asian villain 82 96 39 71 56 37 33 50 39 94
1541 man american villain 78 0 8 31 31 26 49 28 78 69
1542 woman american hero 24 7 92 13 20 63 87 76 14 64
1543 woman asian hero 41 65 60 80 16 98 53 11 40 96
1544 woman american hero 60 96 3 50 90 90 14 67 88 51
1545 man indian villain 40 44 73 44 0 79 15 19 5 31
1546 man european villain 29 79 86 84 3 23 29 87 81 58
1547 woman european hero 53 62 73 66 62 43 40 58 67 33
1548 woman asian hero 94 49 18 13 23 19 86 49 54 13
1549 woman indian villain 48 10 74 13 47 94 40 30 92 33
1550 man american villain 28 11 91 16 96 2 92 11 64 22
1551 woman european hero 91 34 8 66 0 45 52 10 74 41
1552 man indian hero 7 73 2 67 59 84 32 22 38 42
1553 woman european hero 86 39 76 69 16 13 13 40 30 57
1554 man american villain 40 86 66 44 8 17 46 6 84 87
1555 woman indian hero 97 63 25 72 67 100 46 40 56 97
1556 man indian hero 85 86 20 99 97 31 69 70 45 10
1557 man american hero 22 96 46 23 90 67 63 18 96 67
1558 woman asian villain 77 91 16 86 28 65 93 77 45 80
1559 woman european hero 21 92 33 55 31 46 100 8 51 12
1560 woman european villain 15 19 53 40 21 9 82 16 16 15
1561 woman american hero 26 88 33 20 41 11 16 34 29 51
1562 man american hero 71 64 93 68 2 75 82 56 0 3
1563 woman asian hero 89 42 38 25 91 6 24 64 60 60
1564 man american hero 71 76 97 31 57 63 24 43 15 1
1565 woman indian villain 87 88 69 71 23 75 30 47 0 38
1566 woman american hero 97 66 58 21 95 39 62 35 63 94
1567 woman european villain 32 90 2 38 3 84 69 97 86 29
1568 woman indian hero 70 22 69 5 90 15 32 10 50 96
1569 man american hero 13 41 64 15 86 79 16 32 67 81
1570 woman indian hero 92 39 84 49 28 59 32 99 54 78
1571 man european villain 6 95 82 55 97 37 9 73 29 69
1572 woman indian hero 84 63 27 46 63 38 19 42 70 47
1573 man european hero 85 31 50 17 20 55 11 16 64 11
1574 man indian villain 13 29 18 49 66 63 21 79 55 83
1575 man indian villain 65 100 28 61 93 66 56 76 93 31
1576 woman indian hero 24 43 19 63 40 30 78 41 42 13
1577 woman indian villain 71 61 78 14 41 82 3 93 99 52
1578 woman european hero 24 91 5 37 26 40 92 61 15 34
1579 man asian hero 6 3 56 37 55 55 64 52 51 97
1580 man indian hero 2 45 40 54 33 15 72 15 19 19
1581 woman indian hero 40 4 19 89 38 51 54 62 12 77
1582 man indian villain 55 26 36 30 22 43 100 99 26 90
1583 woman european hero 61 77 94 59 44 2 95 48 59 75
1584 man american villain 85 8 6 91 14 61 79 85 3 51
1585 woman european villain 24 85 72 78 77 83 17 62 91 83
1586 woman indian villain 73 17 35 5 60 21 22 16 64 45
1587 man european hero 10 86 71 44 89 26 65 77 5 60
1588 woman asian hero 57 3 70 29 53 78 76 77 68 15
1589 man american villain 16 74 20 84 24 32 83 89 74 40
1590 man american hero 22 77 99 38 66 9 15 87 74 93
1591 man european villain 59 90 57 5 16 48 58 50 5 93
1592 woman european villain 14 59 80 31 99 23 5 0 0 91
1593 man asian villain 44 95 86 24 99 21 82 36 72 7
1594 woman american hero 11 43 32 4 19 84 24 27 6 73
1595 woman indian hero 18 29 5 95 14 79 22 43 71 66
1596 man european villain 94 14 51 41 15 86 89 36 69 61
1597 woman asian hero 3 45 20 42 87 3 37 50 75 0
1598 man indian hero 92 24 44 100 71 87 30 67 16 70
1599 man indian hero 52 86 32 79 61 20 53 63 46 5
1600 woman european villain 87 88 47 13 95 100 20 94 54 47
1601 woman european hero 75 85 24 24 32 11 49 9 16 63
1602 woman american hero 20 85 48 71 92 51 55 44 83 25
1603 man asian hero 51 30 96 30 95 1 90 30 66 17
1604 man american villain 26 89 57 19 14 42 35 93 48 84
1605 man american hero 15 28 68 83 47 69 36 74 93 85
1606 man european villain 28 14 27 44 27 27 73 24 16 47
1607 man american villain 19 1 63 81 99 54 45 100 77 2
1608 woman european hero 84 43 16 5 0 59 84 80 82 5
1609 man american villain 68 76 73 45 77 94 50 39 42 5
1610 man asian hero 74 12 93 61 37 46 1 38 56 93
1611 woman indian villain 68 92 0 71 72 28 8 68 87 63
1612 man asian hero 34 19 96 65 72 31 7 25 84 70
1613 woman american hero 2 99 80 87 87 76 54 51 95 83
1614 man asian villain 61 92 59 33 46 60 35 11 48 91
1615 man asian hero 1 49 67 68 67 66 64 34 46 30
1616 woman european hero 81 89 62 67 57 48 47 36 36 81
1617 woman indian villain 80 86 63 64 41 68 93 1 5 47
1618 man indian hero 35 56 5 73 36 87 73 80 36 67
1619 man asian hero 99 64 10 20 81 45 18 21 63 72
1620 man european hero 95 100 96 100 61 62 4 33 40 82
1621 woman indian hero 13 100 13 61 32 58 14 64 79 88
1622 man asian villain 97 92 24 14 32 42 40 78 13 89
1623 woman asian villain 31 23 91 12 10 100 57 56 30 22
1624 man indian villain 25 43 73 22 5 18 66 67 93 82
1625 man european hero 52 71 49 76 23 24 37 49 20 73
1626 woman european hero 2 10 92 84 6 63 85 27 16 18
1627 man american hero 14 80 19 26 90 60 17 81 60 50
1628 woman european villain 16 28 9 32 48 56 81 79 85 46
1629 woman indian villain 53 60 2 26 51 35 19 41 23 51
1630 man indian villain 12 97 91 96 2 91 46 63 76 94
1631 woman american villain 0 62 28 39 46 51 1 53 50 6
1632 man asian villain 49 15 44 71 10 45 87 45 34 32
1633 woman american villain 26 61 93 53 2 4 57 83 28 98
1634 woman indian villain 61 2 12 75 44 84 64 54 54 89
1635 man indian hero 67 86 84 43 48 92 60 93 95 50
1636 woman indian hero 35 98 61 5 28 2 37 27 73 5
1637 man asian hero 38 24 34 77 41 54 27 31 20 6
1638 woman european villain 59 28 82 77 56 90 21 78 23 77
1639 man asian villain 8 65 69 84 48 30 50 96 98 65
1640 man american hero 97 53 75 20 44 81 26 25 16 95
1641 woman indian hero 21 19 72 50 67 46 10 14 76 97
1642 man european villain 92 54 41 74 13 1 95 30 22 8
1643 man asian villain 44 0 95 30 95 51 41 43 92 35
1644 woman indian villain 50 25 15 93 3 22 38 37 32 41
1645 man american villain 54 42 32 29 72 69 47 66 2 37
1646 woman american hero 8 66 2 64 69 100 64 17 7 39
1647 woman asian villain 13 84 97 97 0 88 93 26 30 7
1648 woman european villain 4 17 53 41 91 11 39 60 23 44
1649 man european hero 63 66 57 97 94 73 90 80 76 81
1650 man european hero 22 2 90 18 10 35 75 61 2 23
1651 man indian hero 1 95 19 3 43 50 80 63 28 62
1652 woman indian villain 24 91 81 14 25 7 61 46 31 4
1653 woman asian hero 44 96 78 44 89 8 18 70 48 26
1654 man asian villain 12 88 60 66 25 94 95 99 83 37
1655 man asian hero 24 0 53 3 21 75 18 11 97 62
1656 woman indian hero 90 25 7 38 3 63 84 51 50 29
1657 woman indian villain 39 53 31 32 100 51 31 7 34 55
1658 woman american villain 54 12 43 23 48 95 63 19 77 42
1659 woman indian hero 17 22 26 78 15 81 68 2 98 61
1660 man american hero 70 97 52 65 29 25 4 16 34 1
1661 man european villain 87 82 47 26 95 24 51 22 8 63
1662 man american villain 15 78 66 25 95 15 80 80 73 37
1663 man european villain 21 4 50 97 59 61 79 17 49 93
1664 woman asian hero 58 60 85 14 96 85 72 100 9 56
1665 man american villain 23 96 42 62 30 51 42 78 59 9
1666 man asian hero 78 83 54 64 72 34 8 30 37 85
1667 man indian villain 7 64 17 87 21 64 74 30 10 25
1668 man asian villain 62 59 4 82 1 82 89 72 46 77
1669 man american hero 1 48 25 4 96 54 100 85 71 35
1670 man indian hero 81 65 52 1 13 36 44 39 25 15
1671 woman american villain 77 38 54 64 37 6 11 26 91 58
1672 woman asian hero 80 42 99 89 2 41 52 76 6 20
1673 woman european hero 42 93 72 6 49 62 81 50 47 89
1674 woman indian villain 90 47 88 88 12 84 85 80 26 5
1675 man american hero 58 47 35 54 25 17 66 44 85 98
1676 man indian villain 92 92 68 97 93 52 78 37 27 32
1677 woman indian villain 54 40 70 2 65 7 31 26 43 6
1678 woman indian villain 2 7 43 28 23 65 5 6 23 65
1679 man american villain 72 54 3 82 53 65 56 52 38 23
1680 woman european villain 37 61 46 0 51 30 45 26 12 15
1681 man european hero 33 22 76 63 76 67 56 8 60 11
1682 woman asian hero 66 100 70 64 96 52 43 16 17 22
1683 man asian villain 66 4 48 54 68 60 49 85 60 92
1684 woman indian hero 97 59 23 35 55 23 49 87 29 78
1685 man asian hero 1 39 35 64 41 66 29 51 67 65
1686 woman american villain 33 8 95 33 34 86 86 60 98 7
1687 man indian villain 71 2 10 21 72 71 71 65 99 34
1688 woman american hero 92 58 25 80 58 91 4 58 40 86
1689 woman indian hero 5 74 66 68 7 11 61 78 79 74
1690 woman asian hero 8 27 94 0 66 36 76 77 34 25
1691 woman american villain 9 4 23 66 79 25 54 24 83 75
1692 man asian villain 71 91 34 4 33 33 6 71 98 15
1693 woman asian villain 0 64 57 58 78 36 29 86 34 27
1694 man european villain 54 45 35 72 30 70 98 65 83 45
1695 woman asian villain 40 2 71 18 4 59 17 1 59 39
1696 woman european hero 97 51 17 88 20 86 57 36 15 29
1697 woman asian hero 69 88 4 41 58 6 75 92 49 79
1698 man european villain 63 62 6 84 93 22 0 82 11 11
1699 man european hero 31 26 25 24 93 47 31 0 29 10
1700 woman asian villain 53 98 21 46 69 82 64 79 7 10
1701 man american villain 96 67 86 58 20 4 27 3 92 41
1702 man asian hero 23 12 64 0 40 68 74 64 38 58
1703 woman european hero 4 99 39 18 2 48 42 19 9 82
1704 man american hero 4 76 35 65 48 37 80 31 38 87
1705 man american villain 32 3 33 52 57 9 31 10 10 33
1706 woman asian hero 30 7 9 67 97 93 32 53 81 24
1707 woman asian hero 25 20 30 18 60 74 82 9 82 99
1708 woman american villain 4 73 77 46 41 18 73 66 55 69
1709 man asian hero 11 38 64 3 28 37 62 89 33 4
1710 woman american hero 92 97 5 37 40 65 1 16 37 25
1711 man asian villain 18 84 94 37 5 78 37 8 27 24
1712 man american hero 6 61 6 7 74 100 67 79 33 43
1713 woman asian hero 96 36 27 26 75 10 21 64 59 80
1714 woman american hero 53 83 77 13 84 49 35 83 49 3
1715 woman indian villain 10 44 80 74 58 75 15 78 84 65
1716 woman american hero 66 32 35 79 33 56 66 48 91 90
1717 woman asian villain 7 37 55 81 6 84 77 21 61 93
1718 man indian villain 13 97 27 32 13 85 18 82 1 16
1719 man european villain 97 28 43 79 44 19 63 9 73 43
1720 woman asian hero 88 72 9 47 2 46 49 10 90 22
1721 woman indian hero 48 38 39 59 55 22 13 92 84 82
1722 man american hero 76 17 93 10 47 64 42 6 3 52
1723 woman asian villain 51 48 92 80 67 22 96 0 21 65
1724 man european villain 46 37 81 15 87 88 83 14 47 35
1725 man european hero 64 10 34 28 70 47 87 52 98 95
1726 woman asian villain 48 86 98 17 99 39 69 39 21 31
1727 woman american villain 71 20 79 54 78 100 82 59 57 51
1728 woman asian villain 29 43 46 64 28 14 37 96 19 97
1729 woman indian hero 37 52 27 42 71 15 4 98 6 67
1730 woman asian villain 95 32 14 99 61 34 37 16 77 35
1731 woman asian villain 9 42 59 9 55 70 68 85 2 23
1732 man american villain 7 88 43 11 92 29 41 40 65 30
1733 woman european villain 45 8 69 82 38 87 80 36 78 16
1734 man american hero 94 90 34 12 46 67 22 70 73 63
